Obs,gender,age,romance,scifi,horror,drama,family,action,mystery,comedy,sports
,M,35,n,n,n,y,n,n,n,n,n
,M,35,n,n,n,y,n,n,n,n,n
,M,35,n,n,n,y,n,n,n,n,n
,M,35,n,n,n,y,n,n,n,n,n
,M,35,n,n,n,n,y,n,n,n,n
,M,35,n,n,n,n,y,n,n,n,n
,M,35,n,n,n,n,n,y,n,n,n
,M,35,n,n,n,n,n,y,n,n,n
,M,35,n,n,n,n,n,y,n,n,n
,M,35,n,n,n,n,n,y,n,n,n
,M,35,n,n,n,n,n,y,n,n,n
,M,35,n,n,n,n,n,n,y,n,n
,M,35,n,n,n,n,n,n,n,y,n
,M,35,n,n,n,n,n,n,n,y,n
,M,35,n,n,n,n,n,n,n,n,y
,M,35,n,n,n,n,n,n,n,n,y
,M,35,n,n,n,n,n,n,n,n,y
,M,35,n,n,n,n,n,n,n,n,y
,M,35,n,n,n,n,n,n,n,n,y
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,y,n,n,n,n,n,n,n,n
,M,40,n,n,y,n,n,n,n,n,n
,M,40,n,n,y,n,n,n,n,n,n
,M,40,n,n,y,n,n,n,n,n,n
,M,40,n,n,y,n,n,n,n,n,n
,M,40,n,n,y,n,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,y,n,n,n,n,n
,M,40,n,n,n,n,y,n,n,n,n
,M,40,n,n,n,n,y,n,n,n,n
,M,40,n,n,n,n,n,y,n,n,n
,M,40,n,n,n,n,n,y,n,n,n
,M,40,n,n,n,n,n,y,n,n,n
,M,40,n,n,n,n,n,y,n,n,n
,M,40,n,n,n,n,n,y,n,n,n
,M,40,n,n,n,n,n,n,y,n,n
,M,40,n,n,n,n,n,n,n,y,n
,M,40,n,n,n,n,n,n,n,n,y
,M,40,n,n,n,n,n,n,n,n,y
,M,40,n,n,n,n,n,n,n,n,y
,M,40,n,n,n,n,n,n,n,n,y
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,y,n,n,n,n,n,n,n,n
,M,45,n,y,n,n,n,n,n,n,n
,M,45,n,n,y,n,n,n,n,n,n
,M,45,n,n,y,n,n,n,n,n,n
,M,45,n,n,y,n,n,n,n,n,n
,M,45,n,n,y,n,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,y,n,n,n,n,n
,M,45,n,n,n,n,y,n,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,y,n,n,n
,M,45,n,n,n,n,n,n,y,n,n
,M,45,n,n,n,n,n,n,n,y,n
,M,45,n,n,n,n,n,n,n,y,n
,M,45,n,n,n,n,n,n,n,n,y
,M,45,n,n,n,n,n,n,n,n,y
,M,45,n,n,n,n,n,n,n,n,y
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,y,n,n,n,n,n,n,n,n
,M,50,n,y,n,n,n,n,n,n,n
,M,50,n,n,y,n,n,n,n,n,n
,M,50,n,n,y,n,n,n,n,n,n
,M,50,n,n,y,n,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,y,n,n,n,n,n
,M,50,n,n,n,n,y,n,n,n,n
,M,50,n,n,n,n,y,n,n,n,n
,M,50,n,n,n,n,n,y,n,n,n
,M,50,n,n,n,n,n,y,n,n,n
,M,50,n,n,n,n,n,y,n,n,n
,M,50,n,n,n,n,n,y,n,n,n
,M,50,n,n,n,n,n,n,y,n,n
,M,50,n,n,n,n,n,n,n,y,n
,M,50,n,n,n,n,n,n,n,n,y
,M,50,n,n,n,n,n,n,n,n,y
,M,50,n,n,n,n,n,n,n,n,y
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,y,n,n,n,n,n,n,n,n
,M,55,n,y,n,n,n,n,n,n,n
,M,55,n,n,y,n,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,y,n,n,n,n,n
,M,55,n,n,n,n,y,n,n,n,n
,M,55,n,n,n,n,n,y,n,n,n
,M,55,n,n,n,n,n,y,n,n,n
,M,55,n,n,n,n,n,y,n,n,n
,M,55,n,n,n,n,n,n,y,n,n
,M,55,n,n,n,n,n,n,n,y,n
,M,55,n,n,n,n,n,n,n,n,y
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,y,n,n,n,n,n,n,n,n
,M,60,n,y,n,n,n,n,n,n,n
,M,60,n,n,y,n,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,y,n,n,n,n,n
,M,60,n,n,n,n,y,n,n,n,n
,M,60,n,n,n,n,y,n,n,n,n
,M,60,n,n,n,n,n,y,n,n,n
,M,60,n,n,n,n,n,y,n,n,n
,M,60,n,n,n,n,n,y,n,n,n
,M,60,n,n,n,n,n,n,y,n,n
,M,60,n,n,n,n,n,n,n,y,n
,M,60,n,n,n,n,n,n,n,y,n
,M,60,n,n,n,n,n,n,n,n,y
,M,60,n,n,n,n,n,n,n,n,y
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,y,n,n,n,n,n,n,n,n
,M,65,n,y,n,n,n,n,n,n,n
,M,65,n,n,y,n,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,y,n,n,n,n,n
,M,65,n,n,n,n,y,n,n,n,n
,M,65,n,n,n,n,n,y,n,n,n
,M,65,n,n,n,n,n,y,n,n,n
,M,65,n,n,n,n,n,y,n,n,n
,M,65,n,n,n,n,n,n,y,n,n
,M,65,n,n,n,n,n,n,n,y,n
,M,65,n,n,n,n,n,n,n,y,n
,M,65,n,n,n,n,n,n,n,n,y
,M,65,n,n,n,n,n,n,n,n,y
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,y,n,n,n,n,n,n,n,n
,F,20,n,y,n,n,n,n,n,n,n
,F,20,n,n,y,n,n,n,n,n,n
,F,20,n,n,n,y,n,n,n,n,n
,F,20,n,n,n,y,n,n,n,n,n
,F,20,n,n,n,y,n,n,n,n,n
,F,20,n,n,n,y,n,n,n,n,n
,F,20,n,n,n,n,y,n,n,n,n
,F,20,n,n,n,n,n,y,n,n,n
,F,20,n,n,n,n,n,n,y,n,n
,F,20,n,n,n,n,n,n,n,y,n
,F,20,n,n,n,n,n,n,n,y,n
,F,20,n,n,n,n,n,n,n,y,n
,F,20,n,n,n,n,n,n,n,n,y
,F,20,n,n,n,n,n,n,n,n,y
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,y,n,n,n,n,n,n,n,n
,F,25,n,y,n,n,n,n,n,n,n
,F,25,n,n,y,n,n,n,n,n,n
,F,25,n,n,n,y,n,n,n,n,n
,F,25,n,n,n,y,n,n,n,n,n
,F,25,n,n,n,y,n,n,n,n,n
,F,25,n,n,n,y,n,n,n,n,n
,F,25,n,n,n,n,y,n,n,n,n
,F,25,n,n,n,n,n,y,n,n,n
,F,25,n,n,n,n,n,n,y,n,n
,F,25,n,n,n,n,n,n,n,y,n
,F,25,n,n,n,n,n,n,n,y,n
,F,25,n,n,n,n,n,n,n,y,n
,F,25,n,n,n,n,n,n,n,n,y
,F,25,n,n,n,n,n,n,n,n,y
,F,25,n,n,n,n,n,n,n,n,y
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,y,n,n,n,n,n,n,n,n
,F,30,n,y,n,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,y,n,n,n,n,n,n
,F,30,n,n,n,y,n,n,n,n,n
,F,30,n,n,n,n,y,n,n,n,n
,F,30,n,n,n,n,n,y,n,n,n
,F,30,n,n,n,n,n,n,y,n,n
,F,30,n,n,n,n,n,n,n,y,n
,F,30,n,n,n,n,n,n,n,y,n
,F,30,n,n,n,n,n,n,n,y,n
,F,30,n,n,n,n,n,n,n,n,y
,F,30,n,n,n,n,n,n,n,n,y
,F,30,n,n,n,n,n,n,n,n,y
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,y,n,n,n,n,n,n,n,n
,F,35,n,y,n,n,n,n,n,n,n
,F,35,n,n,y,n,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,y,n,n,n,n,n
,F,35,n,n,n,n,y,n,n,n,n
,F,35,n,n,n,n,n,y,n,n,n
,F,35,n,n,n,n,n,n,y,n,n
,F,35,n,n,n,n,n,n,n,y,n
,F,35,n,n,n,n,n,n,n,y,n
,F,35,n,n,n,n,n,n,n,y,n
,F,35,n,n,n,n,n,n,n,n,y
,F,35,n,n,n,n,n,n,n,n,y
,F,35,n,n,n,n,n,n,n,n,y
,F,35,n,n,n,n,n,n,n,n,y
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,y,n,n,n,n,n,n,n,n
,F,40,n,y,n,n,n,n,n,n,n
,F,40,n,n,y,n,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,y,n,n,n,n,n
,F,40,n,n,n,n,y,n,n,n,n
,F,40,n,n,n,n,y,n,n,n,n
,F,40,n,n,n,n,y,n,n,n,n
,F,40,n,n,n,n,n,y,n,n,n
,F,40,n,n,n,n,n,n,y,n,n
,F,40,n,n,n,n,n,n,n,y,n
,F,40,n,n,n,n,n,n,n,y,n
,F,40,n,n,n,n,n,n,n,y,n
,F,40,n,n,n,n,n,n,n,n,y
,F,40,n,n,n,n,n,n,n,n,y
,F,40,n,n,n,n,n,n,n,n,y
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,n,y,n,n,n,n,n,n,n
,F,45,n,n,y,n,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,n,y,n,n,n
,F,45,n,n,n,n,n,n,y,n,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,n,y
,F,45,n,n,n,n,n,n,n,n,y
,F,45,n,n,n,n,n,n,n,n,y
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,n,y,n,n,n,n,n,n,n
,F,50,n,n,y,n,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,n,y,n,n,n
,F,50,n,n,n,n,n,n,y,n,n
